Imports of goods and services (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Sri Lanka,32.6864609980117,28.4854369592652,29.2012937008086,27.4925755303705,26.7217414485229,25.4948045522019,25.8486266042941,23.304193869647,23.5886908649809,24.617357845233,28.6007025761124,26.6120996441281,23.8997835639798,25.5596609432732,33.8984476883598,34.9587989615081,31.3809886435122,30.1562886258137,39.5452947380757,45.7537175253403,54.7988034933185,46.5360861125816,46.2574820129386,41.4314027022804,34.7436681279513,37.9652040030793,35.3293513266546,35.6963852726931,36.8367705489634,36.7567717782692,38.0631106580812,38.8548254978582,41.03338247708,43.3465114649745,45.617906901244,46.0374199577101,43.9006259373438,43.5994352294184,42.2511704483166,43.2677736345848,49.6207525957975,43.5674254895439,41.421801585172,40.6827444981201,44.1520421686776,41.267099970564,41.1326513945037,39.491511973103,38.527547774347,27.8207810407314,30.8229928274371,
Sudan,13.0161729050541,14.3429374572391,15.0412384472386,18.0345112129066,17.9390315814351,15.0456530369194,13.9498887491535,15.5364960243009,16.8449884447488,15.4049432613089,16.4022972788185,17.1823031063696,16.6608836456165,17.0181987867476,20.721799056946,22.7045373347624,19.1398414366224,16.6267736437968,15.2141320644026,19.3545262050736,23.1464414580471,23.6526398109786,24.4180040993291,21.2398164543386,16.4682408205038,11.8814009798152,8.22219139533501,11.134248468686,7.69229550145725,9.3438420263905,7.06603982373372,11.736302702813,14.4242033523325,7.23566730386134,9.91965277062866,9.80300071035175,15.7512797936534,12.5149832034576,15.1730425693265,16.9349582201249,17.7015623982292,20.6550833890373,19.5234986001398,18.9353933785353,21.4453541596066,28.120340893208,27.4567147302478,23.7293329149857,21.6030334814862,20.8324981844623,18.9035407549469,
Suriname,63.3990410229089,60.8739837398374,60,60.9545454545454,74.1001241208109,74.2517129462676,59.8772647574518,57.6719576719577,51.5639165911151,53.8659241807668,54.3799312158608,54.8124947825253,55.076495132128,56.0104814936128,73.657080846446,68.9247311827957,61.3254203758655,62.01248049922,57.6478537008962,58.8761174968072,74.2231785620187,72.6618300433046,67.2567406982462,58.5728871944319,48.782043771336,39.902658889207,32.7104342031425,25.6212685615145,24.3862520458265,27.8220180822827,44.4450167396343,44.9520410439438,33.7716262975779,22.2429521915083,26.3992555708933,27.2073593895093,30.7603603633676,34.7936449567448,52.4856042328042,33.6341383488332,33.199013743357,54.427047984303,39.5886810277013,45.5546175646382,48.1152692850917,45.156603351159,,,,,,
Swaziland,34.3245765484754,34.8161657639952,45.7237028810383,53.5382913618993,46.1060589307824,52.5896414342629,73.7704918032787,84.2696629213483,72.1052631578947,54.1832669322709,60.4244694132335,54.9180327868852,58.5992907801418,56.1688311688312,59.2427616926503,56.8949343339587,67.5949367088608,68.6459909228442,86.6644159351789,99.2216777169213,114.046097404142,105.829506887602,101.644680576717,100.436393706215,92.7484537793687,92.84361940311,79.7719971229622,82.1071213549381,80.2707680472031,86.8913382421241,68.8805309733534,70.6365086522214,76.0928706263671,76.3768614370495,72.8651039440276,73.7473584884747,80.632390158371,76.1517963489542,84.7767172157474,81.2666398781829,88.0147905895252,98.4780400461409,101.029897242758,101.9008641588,87.4696221636694,91.1908963670663,79.0091173229136,76.9601167541238,68.6800016033992,72.5321064212842,68.2062789923814,
Sweden,23.4332225138811,21.6913873559274,21.3924809491268,21.518533813634,21.8926933337409,22.5438778632814,21.9369169095457,20.9922657051115,21.5839504666182,23.0391543698427,24.1102847417185,22.6098197738715,22.1181802239185,24.0335088956165,32.1575163926602,27.646005083331,28.6017546478266,28.33671755279,26.524386768471,30.6306049764156,30.9191163306957,29.991725448751,32.8427217038357,33.5563346434827,32.7629677422427,33.6178502285281,29.6263670926106,30.4679827416881,30.3472631058533,31.2545688209614,29.7786109734357,26.4719184158919,26.313041353456,29.0271605001078,31.6302153953204,32.9172319467278,31.9469878608243,34.579987045962,36.3625813817515,36.5976578045202,40.1685848311614,39.5947230881712,37.6216939553042,36.6940197660624,37.7754319216733,40.6072489280072,43.0106843992827,44.4092452442692,46.777319368852,41.7448138124656,43.9598284065885,
Switzerland,26.7453309234874,28.643286511819,28.8528093559653,28.2833261836163,28.2987862084383,27.0166825679634,26.7657795222263,26.1304839092901,26.7144205924799,28.7280551636971,31.6419960450931,,,,,,,,,,37.7200386408976,36.3235002019862,33.2357559507382,33.8506801334192,35.7279112463258,36.544961153798,34.1151710845147,33.5787320760869,34.6197596647682,36.8326869457345,34.6659375686092,32.9200085355338,31.78409355012,30.637418135289,30.7694944789002,30.8242466725934,31.6892805740525,34.8542334235133,35.7616882402114,36.5071783360156,40.6623327619963,40.994202235472,37.8062096144456,37.475093061539,39.4394472290882,42.2756215236388,44.2342062626899,45.9657790818622,45.0626243138193,40.6807217214116,42.2112160937566,
Syria,27.7995883099364,22.3827698874167,21.5634039752955,21.1707721563747,19.2080920899314,17.0400013960062,22.9897581281002,19.1531244657567,20.518224755962,21.6902416893969,21.4713676880885,22.7763097678035,24.1638809893482,26.2729706217408,34.4067346525658,34.6315088716142,34.9650232123782,41.458466805936,31.8383693491618,36.7114115886207,36.1301154265058,33.61638545569,25.4186395522882,27.1957929049944,24.4713832745874,25.4134795599453,22.6827044352698,29.503058591877,26.5075731666499,29.6331851866477,27.950866104171,32.0739880088842,37.6315152167478,40.9039165689841,45.3925204652826,37.9368623845177,38.0882005972292,33.8022357682781,30.895673853844,31.991644406245,28.5819510007604,29.2351322209476,30.5418709929669,28.5685692022533,39.811901585773,41.6246624819608,38.7233005176029,37.8330308391505,36.722224967565,31.1460998156317,35.7553970870771,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2862424788536,48.7425351949481,35.1799725651578,32.2239862766555,12.5494524844916,41.6410123586788,54.618078079598,71.9353129586955,80.0465133769723,93.8966712652372,58.0094713888028,67.5054335448387,100.912830854383,78.3621329992734,76.0922104158711,73.489607170941,69.9080582043206,52.8018607840101,57.1565965715593,68.6868395606882,71.9840477848609,56.3422956853789,61.0534473182894,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4546312536641,33.6391496428614,39.3535774718625,47.7076108525119,43.6249682996015,41.5076974010925,31.9435073714541,25.6895191389996,25.0198980235861,22.8543341972929,20.1259446152789,21.2836888207981,19.8403332967272,22.81101723936,26.0658055288188,29.7310278157108,35.6975716543558,41.0996001915194,38.7870925493999,35.1521186880528,37.7628936638012,
Thailand,17.0073660981015,16.6344502200125,17.2175178002929,17.9814376838911,18.3212812909378,17.6233066012478,17.4928047326913,19.7038715582668,20.1970986128748,19.5341901865413,19.4029854893781,18.8396347115652,19.165197388192,20.0360204569107,23.9613177993613,22.9805165978625,22.71284328735,25.3779425318319,24.1089715184202,29.289676631602,30.3676184796956,30.1212852453071,24.6304216761449,27.2732902318102,26.1678825120954,25.9415984617743,23.5690575130509,28.3339739486036,34.4015012991204,37.4854043256768,41.6504353229575,42.5068243705798,40.9821716294351,42.1986491379587,43.714851969727,48.5855492074052,45.526246400882,46.5941402746086,42.9899457710103,45.725941107528,58.1445646735521,59.3662848480433,57.5025814385569,58.8989358277302,65.8405714113127,74.6870017635963,70.1569123736972,65.036454054962,73.8814093902229,57.8055876696376,63.8883856527493,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,31.5489570442833,30.2259359422818,30.4222203371639,29.815525466372,35.5796924820916,31.1117711215333,31.2235331733502,27.6010515509611,29.093161176396,32.3415739964784,38.7883581756187,39.8797353723426,38.4802581582996,32.9932846382427,28.8868140680142,53.6949883658737,46.5271510005919,52.4628282643726,76.8817178254133,76.2351070345055,56.3515193003998,52.9636714395797,58.6666688512,46.744348053218,53.3460795771612,57.10948845471,55.6886239027313,50.7458691502378,52.5947684466353,48.8412743833197,45.3352603548459,41.5335736552788,36.1516434185563,32.0945785254689,34.2544923454712,37.4095538417357,44.1403893028696,44.8055433685132,43.3014801589087,39.0148387307222,50.7133056571911,51.0837204063892,51.7184376463682,47.3735693048171,46.9966931045753,57.0237032972254,62.2593261664318,61.844736924687,,,,
Tonga,,,,,,,,,,,,,,,,70.8180841433123,56.6304878063665,57.1772595413178,67.8725132511875,69.8031236939771,67.7185555769354,67.2451673651755,64.6250388116288,69.1706508385263,62.9550204204286,72.2307495523152,69.8758098822791,64.6055711309447,66.7491848326804,62.8056935779131,65.0955448639539,60.5587706811658,48.9888541068663,47.5494339228883,46.2980263697947,55.851400645645,58.375261085747,51.6716531496915,59.5802799791134,45.6035413240132,46.8627711083107,49.4516810846331,55.7768312127983,53.7818170362903,54.5918833812795,57.9243104911056,50.3493564752463,53.6646086762954,57.2784609198078,63.2524995500118,59.959075352578,
Trinidad and Tobago,61.2218650324433,64.7088526743769,64.1047893893356,60.7035713322438,64.9050025979703,69.3355515809474,36.0602876167251,33.0866807610994,33.3311385776735,39.1876303901437,41.6681864898594,47.899491888443,46.2599064711424,38.3667430213991,32.1892821070363,35.1974490709694,40.1379201291782,36.8959762107052,39.6591645278439,39.3380303208128,38.9794258522489,36.2081779963463,42.0844299771538,40.6327117001877,33.7510993746684,28.4247862718992,37.5099227679379,32.4735564937402,34.2507197491488,34.9248055682537,28.5886733928952,32.9304156221645,33.0253290353916,39.0869863022275,32.6606755254936,39.2231458089694,41.2769952228768,57.3438466136721,53.8181044990029,44.1818956080635,45.4863438912295,44.5901627423319,44.738674720199,37.9070172671149,40.6878690205124,38.9911801513677,38.4618502643358,35.8157025245979,37.6301279707495,,,
Tunisia,,13.2524515560388,13.3569784034512,11.8823729136043,13.1492278467413,14.3955410340188,13.4858188472095,14.5263157894737,10.85149756939,12.6698168930892,24.7485442032822,24.4325919201089,24.7400468384075,26.4136193867802,32.2070034888228,32.9160445618468,34.0144852560786,38.0126830603586,38.7374693023069,41.9678302532512,45.6009038271431,49.8390197020663,47.4398468070935,42.7197826432138,44.3281766577257,38.1331661513472,37.302385341601,35.8157131656565,41.6576218737732,47.6616023107644,50.6042142441081,45.3203977121575,46.4650002188854,47.9656286435245,47.8721116999077,48.8100962948193,43.610978532804,41.3866297061464,41.4596717349713,39.9260723550291,42.9090760836329,46.7353778696167,44.5573413735669,42.906655584862,44.7272680458823,45.3189558405579,47.9125187679894,52.9707685120393,58.6662061183006,47.957044503963,54.0242851868565,
Turkey,3.63434641754162,6.86001131021912,8.01655473327773,7.01321467322806,5.51331398903144,5.43290707053529,5.6873170164585,4.98574059417735,5.09142844952381,4.75057066666667,6.35368966513995,8.24618543505155,8.53199562781045,9.09093415384615,11.2805566631706,11.2275833447099,10.665938223518,10.7050082590173,7.28933574663379,5.88258139937367,11.9269681324513,12.9049740360967,15.0165548386802,16.5581908404263,19.6734155556142,18.9663034555655,16.101982718291,17.7574446045938,17.5528634276008,17.7807524857703,17.5778926485052,16.6348815592789,17.345129910515,19.3432849256138,20.3837211337284,24.3510272476774,27.8266567494196,30.3886058880971,20.1803246797469,19.2859910515053,23.094273392338,23.3153489582281,23.5827727934308,24.0380849177669,26.1856184614496,25.3515035492671,27.5810496563457,27.483872479227,28.3406773611787,24.4218128520632,26.6394056465584,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7919919908886,38.1841826140573,61.3734306261183,85.3025702469547,84.2065930177147,75.4093115058632,68.5466022768346,70.8066335615256,83.4949662714273,80.9388324860285,76.8649300210401,53.4061971811289,56.6128588502651,59.5318951503658,47.7767775165155,34.920610309649,38.6997481481482,40.3756357388316,60.7221469691839,54.6030841023122,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,21.8164521241081,21.6437869117844,21.4476005681975,23.8804793773586,23.0962036786261,24.3589743589744,25.3252647503782,24.3884787957736,22.6180836707152,20.3426380735594,20.1178170501278,23.9553492047812,16.7793427230047,13.1539980256663,15.0455101209075,10.9154266340177,9.60650512810036,7.79847756410256,18.8625013473215,17.5313519009829,26.0322510665992,22.0593733642414,17.5200918484501,13.6438030055051,14.3251567496256,15.0083315216,15.2382800212162,18.0432918808976,17.7773669880172,18.0932278199538,19.3688229013038,21.9377715506948,24.2910552462252,21.1773115608754,19.098828026462,20.8311535297169,23.4243736084203,20.7990532865504,20.4048743436478,23.7731362605951,22.097624044579,23.8118941446222,25.0645149914376,25.1990016311228,22.7632054967455,24.8145855044765,28.3578724063447,30.0523481245014,31.9772121311138,35.1603896426627,34.29078796033,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1411341321894,28.7203298051206,23.9448566982147,21.9899482470234,26.190877920494,38.5551531075899,50.1564463679912,48.2047120655609,43.6501889297229,44.1618796891619,48.2479153583038,57.4134180043511,53.8341740535776,50.7067888933174,55.1817134478425,53.6977743521687,50.6408397741997,49.47138029194,50.3626179531614,54.9111022977546,48.0497511893096,52.9753601064126,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7053546013305,43.5683114306968,46.3769702756087,53.0548827099662,51.9676896079697,50.8453028378637,64.3556920688229,69.7850064042302,69.225175135097,68.7599829477987,
United Kingdom,21.5926924218601,20.2398907737527,19.6212735050391,19.7224543776779,20.4268201699768,19.3935705930505,18.8996534324654,19.5146815417295,21.4962821997945,21.0722491021274,21.2884415673,20.8854082743582,21.0653058518445,25.2569242678122,31.9809990121381,26.8592268251377,28.9087016371807,28.7820775856452,26.7232009401332,27.1966186081842,24.6779367366543,23.5547977009431,24.1178689364609,25.2614686514305,28.1195345439555,27.3483931246856,25.9903019152047,26.0686083538427,26.1162776117532,27.2259811070032,26.06547977057,23.8151951679072,24.4626093106996,26.0970718255691,26.8663048513176,28.3669227810917,29.2246899808884,28.0689579560802,27.3060858645604,27.561308297923,29.472119735896,29.4381010644806,28.6867379352928,27.7787090336402,27.9660171161955,29.7993609143644,31.5988971825166,29.6402180686245,32.2196572911073,30.2201665310714,32.630109022541,
United States,4.38378848223121,4.20500649249638,4.30221760972633,4.26896395886744,4.27441471612779,4.42364774397591,4.75177708658945,4.83603443082642,5.16941586640731,5.18808004266436,5.44496487119438,5.59698140328811,6.05714285714286,6.66033739867085,8.5806581869574,7.55821116175927,8.35221933558123,9.05840286054827,9.32337434094903,9.93512875958325,10.6160794941283,10.2390617952188,9.39368590637296,9.37009894778864,10.3861142446929,9.96941311412732,10.2350282485876,10.825937985486,10.9445070032992,10.8645697373017,10.9497809000487,10.5130928895409,10.664665112268,10.9374287927813,11.6311326555417,12.2996838547912,12.4369444336933,12.7875007569794,12.7639858139801,13.4544672615848,14.9038267264719,13.6673213535407,13.5049385280731,13.9333766186921,15.2290409149785,16.1196212946255,16.7986382927671,16.9689174705252,17.8814987864502,14.0560366914412,16.1564585070677,
Uruguay,18.4948517543892,14.6717999484498,14.3616697946094,11.957821764326,11.2888566419223,11.4230502789222,11.528755206303,13.1622403052252,12.192765476068,12.1246808844505,15.1985902844335,11.4279804832086,14.8892875426438,9.50559152442613,16.8913734541554,20.2780425280179,20.0784423820061,22.6587110848668,21.1544866140183,21.1670385013198,20.6314259685046,19.0313464376761,17.2907910541626,23.603864483988,21.3754537138136,21.1000434535548,20.2686504376471,19.2059488384272,17.7359250508811,17.6996927371158,18.0963487443961,17.8612364424549,19.6254688128265,19.5589509120047,20.3820233306016,19.1008620303303,19.8584566577024,20.2485493458596,19.2201048181567,18.2887958760725,20.0156392026813,19.504853369839,19.4073948256018,24.3267794388971,29.3643924809239,28.473676499571,31.6740701056512,30.1199605931078,35.0050710389389,27.1374345212933,26.1196284213193,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7989787360008,39.1429309512862,43.1840098763986,30.5336475173588,20.552239910231,28.0514208657478,34.1752512805034,30.0041972502892,22.7967613783208,18.4091475388272,21.5248502334616,27.6458455128692,29.3457304211561,30.5492547744819,32.6516401598565,28.6611719733223,31.492764303228,36.5284214260376,40.7853776120132,36.4380557058699,30.9262491212788,
Vanuatu,,,,,,,,,,,,,,,,,,,,,41.7769619775073,40.7379558260245,45.2961670301126,66.9468985104633,62.2407255966099,69.0835620616041,64.8123377134314,64.2499304202616,60.1147498710676,62.9011093880472,72.9425088987164,57.7869435357702,55.2762915336541,55.2368041282197,53.6731575441758,53.380620066354,53.1196378372458,50.4047217537943,52.4485768954796,53.8563829787234,47.9768168585241,49.815901814301,53.4010430963492,48.4616590054325,49.0581349596695,52.1435553693618,48.4523096619654,46.0640347015408,56.4002311542747,49.4877770725901,53.6437599129865,
Venezuela,16.1589969710601,15.3148500183395,15.0907288977696,13.6809831786975,15.9906400770059,16.9836966257089,15.0764589780544,15.5730903981192,17.2511854279931,17.3199642057389,16.9037647248361,16.842105007867,17.5414354033149,16.7630053355608,16.6925458548667,21.9266706602422,25.0621864659786,30.0319485956578,31.5559872437793,24.6663954308871,21.8267277008698,21.9169907515385,24.779539098134,11.2034393142966,18.7783731029146,18.0657287869104,20.2445685303943,23.3728119816496,27.2303515358635,21.0878723695858,20.1840859822548,26.226900350684,28.9087477789452,27.1811948250638,22.2992696859497,21.8159981165723,21.3272464863232,21.98602579954,22.6789064524006,19.1585215841037,18.113001893198,19.4056364521971,18.1421401001924,16.7236179697545,19.1691020351116,20.468677012517,22.1469699505166,25.2966465086419,21.114515633519,20.4697922137991,17.1749716059822,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5961543826788,14.7971784079931,15.0051888191606,34.0551050905113,45.2770865026381,36.0319129519114,38.8312898756197,37.489483438962,43.4600678704117,41.9084116676168,51.8372598438852,51.2417759691288,52.1529452386784,52.8211624941271,57.4955994783802,56.8940037390457,61.9681432806255,67.654696718561,73.2854564543616,73.5401466377347,78.1662297565552,92.7471441749037,93.1293340641788,78.6516440644239,87.8060834544054,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.259934276464,67.5569076504255,73.8077535071519,71.2637747150102,72.2384226450098,80.4101733597539,71.1764368268762,70.2961153829939,71.1698909821541,70.2313537097901,68.7306713344413,68.1944258992103,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1624477216507,30.2477687189154,29.9385234501048,38.2135839024895,29.1868986134306,41.9583523073717,47.4330123896574,45.0974754351996,47.1624105952794,37.164574052216,34.0299336997611,34.9954723385605,37.7292825231223,37.9436097274352,35.4641787572783,35.8764661374005,40.8175076325724,43.2201917858657,43.4103032976822,39.7944351553782,34.3359383552455,
Zambia,40.1122019635344,40.0082068116537,42.6215993404782,39.7932816537468,36.4023144996596,34.6569920844327,37.8983050847458,43.4732664995823,41.8468119732212,30.9520348837209,36.8239815123796,44.516895100805,42.2205621300501,33.3102456179887,40.8680806642579,56.25,38.4355327248468,41.9301232380185,36.9174015278105,36.4418878873246,45.4106261220263,41.145921319407,36.4781797619377,31.4957430477985,33.2326119611968,37.2007496214426,43.8618533695384,35.6840110028238,26.1674722877488,33.8251049048272,36.5852962198769,37.2511634079435,47.9624276409104,40.3997490558199,36.8242501172866,39.7658421080317,38.8756064925336,34.0064613434735,34.5692517386898,37.7575980111875,41.4917242052071,44.3113289086282,41.7635311900895,41.0567507776726,42.6325661212917,36.6550478097982,30.0961147772566,35.243827040039,33.53243802434,32.1614318250107,35.0267676342123,
Zimbabwe,,,,,,,,,,,,,,,,24.4336295985238,19.5970970560745,20.217601866166,19.9854508444651,22.6611342205466,26.523022930331,25.9054169874353,22.2197087819647,19.4739301265331,20.8049964708051,22.0079018718689,21.5209423408568,21.2748858913357,20.3600030275162,21.7202595505886,22.7924066973241,27.1680797380872,36.4852300081796,32.4474479570524,36.5195253077288,40.920449383473,35.9395478025796,44.609791732961,45.1209566809754,33.5140802294167,35.9076565207126,32.9389593192242,34.9725529492084,38.0549292699708,41.5698092769129,42.4950592682921,46.864480909157,46.3875311176943,68.0547884502022,62.7400067811019,77.9916772172234,
