Trade balance (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.40300678366988,-7.34264960752187,-10.3591806079555,-16.6385830864294,-18.0533819538006,-20.52507280224,-19.5386648026623,-26.6203130913815,-20.9869300786404,-21.5563712477337,-24.20770046321,-26.5516393609584,-17.656848918458,-16.5024023377857,
Seychelles,,,,,,,,,,,,,,,,,-16.0010940919037,-4.03651115618661,-1.2439065389141,-5.99106921359464,-11.1795307357469,-15.5896274953694,-23.5075397645115,-8.3089938563803,3.30493399494429,5.1539546850361,7.11893449645611,11.2687155240347,6.34162303664922,2.62492820218265,-4.26007828783488,-3.59072774102318,-3.59715469115793,-10.1726665580713,-2.93160933561031,-7.15230146268903,-9.40724742020638,-10.966214305909,-15.856058476244,-17.6186040921792,-3.27327866599065,-21.4723774862937,-1.20855886721692,11.1520302399318,1.97696109960196,-21.5943255095989,-18.0176866241123,-31.4544657978339,-19.5394160414294,-8.03754803573373,,
Sierra Leone,,,,,-0.439229505709386,-2.41527074405921,-3.84041759880686,-4.23594615993666,-3.16497905248246,2.43705498162096,1.74029065819644,-1.11875732857945,-1.26117342327998,1.23513416522398,-2.03660854157716,-9.36276814651115,-7.38644279694936,-7.0102601878116,-4.18521934971211,-7.18077252148091,-15.3526607604629,-16.7234170135046,-10.1776252255008,-10.9642345028812,-1.78054590839988,-1.78694150215515,-3.09330628803245,8.77536623767299,14.3331883823325,6.24686441823856,-1.32132698554672,-0.86818123776409,-0.912814517872023,-0.343797983057685,3.86301299548805,-7.86491383727537,-17.663867014504,-1.21261123400543,-2.84096712739803,-15.5424916228588,-21.1979165847883,-18.2358123784205,-18.3044292307555,-17.5864999342758,-10.9165632934723,-12.9239182142639,-7.58904370926045,-7.02027904797285,-13.0497960341042,-13.0764341680134,-12.4353718865703,
Singapore,,,,,,-11.0723626852659,-7.22546798616907,-7.35216473072862,-5.48334594136121,-9.45123752141296,-19.0163376446562,-20.380878127662,-15.584024296182,-9.06176903751191,-15.0354532477359,-9.33152605612762,-6.94509306825005,-1.46791350517169,-3.73260331459108,-5.66728125014812,-6.94501523692842,-3.42334244329955,-1.83989976003877,0.586591515400996,-0.196714197895447,0.30155998828224,2.64223107569721,2.97876746886285,9.58735723213314,11.0295846394984,10.067395362449,13.2862322089701,12.1676441462761,9.90626525530667,16.2703755155897,16.7621017213966,16.6477159266688,14.7334936294176,21.7128286081976,17.2373406437433,12.8508876329235,15.5700058738889,17.457170231578,27.8799334824793,25.6607634648963,29.4019985275218,29.8027739140527,32.2659198102176,20.9352872661101,23.6253615101223,28.0592072114083,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7141708306854,-1.86842965900621,-3.29218188974035,-8.99280600979248,-2.97153581162036,-3.94222088474274,-4.56645547133064,5.31477180971651,2.21294557555302,-10.8102900417909,-9.67726000639786,-10.8536933719947,-4.49159385254564,-2.57663683972919,-8.08464096427802,-7.27950242923401,-1.91153830555937,-2.77972044075894,-4.66497252395171,-4.03425756755671,-1.10431107946247,-2.3795162461318,-0.832099290335703,-1.30241110205108,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2294957060782,9.28570341292344,6.95697262607822,1.08759271584714,2.58597060031079,-1.93794309687153,-0.964488423181688,-0.863132172196399,-1.49254358054983,-4.1878144626697,-3.47014162093265,-0.824676555403193,1.1684922028395,-0.229221297734788,-1.29085239111452,-0.408163783939643,-0.517338326146206,-1.72223490002142,-3.22050331658722,1.43607524469537,0.564650812591919,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,-42.3926380368098,-26.5573770491803,-33.6714975845411,-17.9503105590062,-29.1860465116279,-38.1743869209809,-23.1171548117155,-27.4806800618238,-38.2808398950131,-34.640522875817,-42.8653558698402,-28.3653412676945,-30.1931445148485,-32.0193501993855,-22.3089099954772,-21.3881722564001,-26.9221659008006,-16.4830321727633,-6.41663094727818,-14.5424984192936,-19.3788354977482,-10.4128444055522,-5.26926926926927,-11.4368143610201,-20.5345397375429,-21.0974592121543,-19.711677563932,-20.4599087060064,-14.6268988768528,-30.429155045392,
Somalia,-4.42980024553358,-7.08547352335304,-14.7200466762395,-10.1042865362486,-14.4556361923877,-3.48669683013056,-7.61531766753699,-8.60248301410367,-6.6259765625,-7.66145600365383,-5.22540486474807,-6.65170774837694,-4.81050189389691,-12.9674408721734,-22.5249661757144,-14.4185187774433,-13.8100671429333,-38.9534749161749,-30.2652321442698,-51.2224983464412,-55.307381547393,-43.5510131237321,-42.0820939847648,-49.0572493602519,-46.4908089407197,-12.9767594933789,-22.431314792886,-24.5241561893904,-17.362272534205,-37.213789537222,-27.954657636053,,,,,,,,,,,,,,,,,,,,,
South Africa,5.32543230966294,8.73720813306347,9.19411361355796,5.67989133763583,2.08333199889402,-1.10701191150863,2.20588309990663,0.355684399752715,3.10445067647383,0.549167685848669,-3.53373463949972,-4.19496260980328,2.53243896856186,2.59878383661152,-0.564319870315549,-2.46678568047558,-1.22211950207469,5.01152967624373,6.71554706113355,9.44373708966405,8.03124543542153,-2.00952576284579,-0.414738507089395,3.72549107284724,1.81671851362873,8.8465338951233,8.80350901320162,9.91657572366411,6.48862312742726,5.30801569732969,5.47485285175548,4.27344997535343,4.04110368975279,4.66239423795385,2.24321838955464,0.679255931465201,1.53344705771309,1.15803558859259,1.14234102317776,2.59400770807108,2.95549235007777,4.04918616413494,3.8360962539045,2.33784950850152,-0.298811607371864,-0.470376466664375,-2.44740644848825,-2.93428219700164,-3.02932230615631,-0.860904293836857,-0.197915450729637,
Spain,1.46540833365873,-0.629145584134736,-1.81547350402356,-3.06776819205052,-2.57187062661905,-4.9528119014028,-4.6634036566712,-3.33249169044525,-2.03179577734353,-1.79566157611044,-0.912725225889188,0.782638500970601,0.179578560509594,-0.75909166215119,-4.53275172952557,-3.60597012361077,-4.19074896843068,-1.92886601803918,0.729937664210788,0.270967993228362,-2.1879386241452,-1.92623919423748,-1.65823019303194,-0.620162438832392,2.10806338233644,1.88920387354697,1.93517037060386,0.041189461029439,-1.18709058792181,-3.24265416523054,-3.26887836554539,-3.06807498828448,-2.70103159075645,-0.60512162925629,0.022866421592523,0.002459722051408,0.534340673834823,0.865810315505804,-0.22131890497189,-1.85104717368289,-3.12790057483939,-2.5255700933481,-2.12175983192678,-2.37531117125563,-3.99492534261071,-5.28129649028601,-6.3818979075145,-6.71908058283667,-5.75476691994662,-2.15027032566225,-2.16395584001747,
Sri Lanka,-2.93905640514613,-0.947888803037859,-1.40862348754777,-1.73576935930066,-2.10622388108769,0.408213755566551,-3.47846947343169,-2.84386411419719,-2.96724829709807,-6.2248824283882,-3.14695550351288,-2,-1.57408014691415,-1.21169311019344,-7.46708173825249,-7.46886405538624,-2.33420521140284,3.65863707528772,-4.77440525020509,-12.0430641189608,-22.5803057405264,-16.0767013705076,-18.9010258167234,-15.1026718530275,-5.9396667230367,-11.953194765204,-11.6111525903473,-10.5041098397239,-10.7603319188042,-9.49656795995093,-7.88230614325137,-10.11373860264,-9.26300839676169,-9.54550458899242,-11.8050231054562,-10.4397908268092,-8.92728816030662,-7.0613171465382,-6.00735177104597,-7.78406892086903,-10.6050424491322,-6.23622651354391,-6.5084713854271,-6.02924166569728,-8.82113943623642,-8.93022698307473,-11.0041243007064,-10.3765961156714,-13.6860663076444,-6.49241038597049,-9.13542797708307,
Sudan,1.54661624544194,-1.03352505597679,-0.416338566385032,-1.32732190264936,-2.39721559914019,-0.823739579198094,0.36761149269614,-0.428839453229697,-1.72900796028417,0.287579667340277,-0.061534254068098,-1.5437715720113,-0.641915336571825,-2.16985534297713,-8.01233224519405,-10.6109324758842,-7.91861686885089,-7.25350899029163,-7.29580861743042,-9.39839738710436,-12.5652110772256,-14.0335113729014,-14.4829331907968,-10.642339716494,-8.0099249736782,-6.13472861592374,-3.48189691048533,-5.61191481179468,-3.89675886914103,-4.00244887461965,-3.04465082733417,-8.40127696285232,-9.17813340391583,-3.00529049880311,-5.22909738741957,-4.83353465064728,-8.29644998934697,-7.17135331386792,-8.47094886993856,-9.15554890033182,-2.40171952136778,-7.83097074575674,-6.19279017618647,-4.2392985205972,-3.81830712258823,-9.89387888596622,-10.9337345544537,-3.77024746958129,0.753058529228154,-5.78083377675816,0.861729111032144,
Suriname,-8.63079381992541,-10.619918699187,-11.9806763285024,-11.5454545454545,-27.1824575920563,-24.5943021997836,-0.81823495032145,1.33534895439657,6.11967361740707,8.13878774898265,5.88711308921708,8.75669785201111,5.85883171070932,4.09433344251556,1.22083559413999,-5.6989247311828,-0.19782393669634,-6.86427457098284,-2.31135262480008,-0.319284802043423,-5.40948589519797,-13.9474720206962,-15.4073171064853,-14.6899049343594,-5.4215160851704,-3.160606928142,-0.106618265993266,5.4447109251416,4.92721164613662,9.87613129469881,-2.39763069791398,-9.95092571938434,-5.10792552315044,-1.83002949447836,-3.46159534608558,-4.35714726113036,-7.41090616490034,-9.601441262007,-21.3761037037037,-6.40213071672619,-13.4702492651171,-30.8555567339367,-20.7977977046028,-25.8100007900643,-22.0095533869396,-14.7343704182006,,,,,,
Swaziland,13.9693044092633,7.15846398885883,2.13377280111512,5.6900599515062,7.75615944629984,13.3466135458167,-0.546448087431694,-10.6741573033708,3.50877192982456,10.7569721115538,9.48813982521848,12.9098360655738,8.42198581560284,14.2207792207792,22.271714922049,16.0412757973734,8.10126582278481,-3.25264750378215,-23.7339635381499,-36.3217065436725,-39.4446930157658,-30.6448392892793,-35.2578343811045,-38.3061237662907,-37.2446865088006,-36.1707199469944,-11.000684836771,-0.260654845994245,-3.40048974055531,-2.77929041586903,-9.85927787538726,-11.3773164671953,-18.7437056036806,-19.0912840942247,-9.18642552977796,-13.7316427441543,-21.2775579127442,-14.8010305119606,-17.6029423235753,-16.2667350477963,-13.6881272625878,-13.0373775459257,-5.31842345902883,-0.951858084020192,-2.54022665063568,-4.1240187427737,-2.39304678889893,-1.29070940214638,-9.31895618711668,-13.0206041208242,-13.3951506680914,
Sweden,-0.425353486385232,0.651749848016894,0.512374420317121,0.423804040403872,0.430185754930432,-0.687301570551955,-0.518795487603452,0.113823916209268,-0.01935186388633,-0.196849586061991,-0.070049855795805,1.61138015139197,1.9636709339782,3.25011404636503,-0.091784211647049,0.377029346388678,-1.08131416156691,-1.069904674289,1.57425920901739,-0.367546105984269,-1.24870206595295,0.40471567494941,0.053319753770575,2.61433545520571,4.14393973663347,2.10534485830818,3.57551518803353,2.28455616491766,2.05329176047091,0.912815319811774,0.687109914774868,1.77068358188465,1.81650408647509,3.7188219575833,4.44319868842146,6.78358178025227,6.6138415191635,7.49063108513866,6.68698247526943,6.50091820085942,6.35419853123909,6.70855584118507,6.74954882695007,6.82805820500639,8.18190598344881,7.82403972015346,8.09633619518557,7.46096151717616,6.75154166874719,6.59092914540266,6.04567836462208,
Switzerland,1.02516321788204,-1.45628461884839,-1.99014526645192,-1.66489937326033,-1.72603614207198,0.49436329954674,1.37279550019285,1.75816415428074,2.81242085336404,2.59210058910205,-0.206816398259934,,,,,,,,,,-1.75783222366255,0.521889645065013,2.38084453138799,1.70775866594834,1.54610539844636,2.1310787425018,2.62350865563968,2.36072781678621,2.06956137379179,1.39661784867579,1.7180536064673,2.46627969945054,4.3110460896383,5.91555847261719,5.41694399281824,5.08809421019838,4.83827093753912,5.3022986524029,4.82227259662411,5.5394408114019,5.81599140688944,4.94031144612902,6.55468889920065,6.57069870149991,6.88940453072128,6.72890267124371,8.26168382301124,10.2741822742041,11.3162389205822,11.0111225147242,11.3431843232676,
Syria,-6.44258265899424,-4.78367512289445,-0.629642824614003,-1.74312951440764,-2.49965904143565,0.000070168790386,-5.33204071795001,-3.4015197829899,-3.15378840591304,-4.57994748275151,-3.58634111682166,-5.04784750626954,-5.62432694953212,-3.73111118565519,-9.79356229845106,-12.7545175210404,-15.0086114392215,-22.8896959683815,-16.667230732725,-17.1545612100699,-17.5020638506221,-17.6284325201397,-11.1972469493821,-13.6501002809241,-11.7747079696386,-12.83264223434,-11.1713472080382,-13.4958757958666,-9.36205861023079,-4.87867011820722,0.388330699740616,-7.66872937823368,-11.3750235449237,-13.0386339742118,-12.3305427177579,-6.89714961250493,-6.26222213859019,-1.38149515875099,-0.366502877220238,0.32511610417389,6.80753207870901,6.14306744720763,7.53013665719818,4.90195622079702,0.242483562108781,-1.23680715701542,0.781266998049825,0.810414303440365,0.12180750316586,-2.0702821251563,-0.428943484345033,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1065197736329,-14.408750758444,-14.1880121298148,-11.0862424788536,-12.8425351949482,-7.37997256515775,0.976013723344474,-2.870242054049,-13.0862210196466,-11.5818258604588,-6.34986056368664,-3.45820863201137,-6.65839978079468,-9.09443034427057,-1.43205424122161,-2.15062837558097,-10.3701711036607,-10.6310480283231,-10.1127431129614,-11.5939454443302,-26.7965968294204,-33.9689877249897,-48.0680973486098,-55.22683700311,-42.9315386796608,-45.8496731780912,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.8334824056541,-23.3770884482998,-26.9117395855689,-29.7245029950114,-23.0109875864937,-17.4329746730674,-12.0063424285004,-9.47141242221948,-12.6221688576935,-10.324677122793,-6.76103517936804,-4.27712396352022,-2.25958008357886,-4.24842129329147,-6.41453028402204,-8.90820425856235,-13.1351195467344,-16.8579053523921,-13.6446111238331,-11.9242433856145,-11.6893828870734,
Thailand,-1.32939845306617,0.310053916176635,-1.97134019457306,-3.16896008796003,-1.44164117064706,-1.1701183807623,-0.3502477601026,-1.99027954362289,-3.69545771931112,-3.84631877946418,-4.40976917678292,-2.86831744544603,-0.999411967544076,-1.44079245742889,-2.36389661273717,-4.6158600044663,-2.48196317860375,-5.42750951104379,-4.21958298056164,-6.70960873400603,-6.25616982565367,-6.27390297559617,-1.71251422361121,-7.16208334955149,-4.26649917701107,-2.72796928163675,2.0327402157455,0.560037565733227,-1.3895335939417,-2.5638766986231,-7.5185066731592,-6.54251429661451,-4.00969573334025,-4.23906799563107,-4.84316644536877,-6.74165676266292,-6.27459177021859,1.41562781767099,15.8879165553729,12.5717110221622,8.63307278012956,6.49030700679575,6.69174242378377,6.78169774438606,4.85646052161993,-1.11930688930455,3.48997054024256,8.38801461127526,2.56317638323847,10.5460838522063,7.36227351281135,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,-0.417753933641237,9.01845736237247,4.62312135571485,-4.39800789792446,-0.507249665803756,0.870154805635384,7.66235121148237,10.3222808165785,12.9190323235996,13.5500371936234,10.8472899913844,6.94068761327599,0.79986960587004,0.124491752299909,37.1223185850005,-10.2872698546406,0.77757025940854,-10.993775366785,-12.9032236753382,-26.2332069395957,-5.28946283612704,-6.73040011483211,-8.51852108062554,-1.26799418620647,-2.10325031828191,-8.70073116167769,-11.70386646353,-9.3766625679026,-8.93623964548503,-9.17279969036066,-11.8613704862687,-8.09079614117198,-9.21710521264425,-7.7107161570045,-3.70593349861956,-4.97264103985407,-10.8583513873738,-15.8305311042744,-13.6151378288329,-10.140149383449,-19.9725272366039,-19.4144864922796,-17.9522542188273,-13.5674457307043,-13.47354935093,-16.8348255568686,-19.6767893744795,-20.3092680753655,,,,
Tonga,,,,,,,,,,,,,,,,-29.488215168219,-29.6946841608686,-23.3112211074259,-39.0830866662078,-43.7249587703427,-37.6563401962671,-41.8699111939885,-37.0369159871227,-50.5128850338223,-36.3469970359645,-42.102141910277,-44.1634565432607,-33.6788497646544,-44.0126260805474,-37.7023947397915,-31.2253662779635,-37.655473362425,-25.3468874903868,-27.6553451244326,-28.916477408208,-38.3626567009949,-38.0251751353949,-27.9413410530557,-39.8627455855869,-29.6483090049342,-31.4618292763812,-35.9725655635808,-37.4562647515939,-34.4107772897465,-34.9615898996213,-39.9339947108344,-35.9231280737463,-41.7070408149904,-43.7947288377985,-49.2097898978027,-46.5300047060014,
Trinidad and Tobago,-1.14350521792425,4.86628338958336,1.75181863984222,3.46601589570638,1.83538160796428,-4.78340052817865,5.59361636254072,8.51706433101782,9.40835670189408,4.24794250513347,1.10117614846848,-5.14963278962366,-6.66346220839261,5.78347912414892,24.5211944460693,17.7883432939603,15.6982156625846,12.6553203058624,4.38733850435592,5.73611692834484,11.4679194424047,9.67392532636497,-7.17008541138949,-9.8849308755962,-1.61967841599391,4.1286701191365,-4.25036499173904,1.42312040784747,4.66542476515288,7.71571136476144,16.7739912844021,7.58928595497168,8.94775006132285,4.87060432233029,13.4093210662621,14.5423399732508,10.2531278444774,-3.48911418162386,-5.35297335040525,5.82091215687728,13.6570576096906,10.726959379863,5.53490850950435,14.2226607488161,15.3633281091364,26.7847281539898,30.0305301377306,29.0185283218634,27.7084314442413,,,
Tunisia,,6.86930818091375,5.66298495008469,5.90396778523131,5.39626970663356,4.65116279069767,7.55718206770357,6.68421052631579,10.083111180806,9.46544595392794,-2.75277924827951,-0.329096686336813,0.608899297423885,-0.356119169634326,3.15932290993668,-1.87205696565981,-4.93016037247801,-8.43104156211506,-7.77406497846129,-2.98767967145791,-5.3636492020901,-8.46708313310909,-10.529930896678,-8.35553360032462,-11.3654793836941,-6.0299502728581,-7.11971398245908,-0.989384341592722,0.360252176523566,-3.31598869644105,-7.04716292056917,-4.95477520617185,-6.92991288359672,-7.52028938143627,-2.93983735724494,-3.90574602094794,-1.5016023035408,-2.27254896833076,-2.93988520793475,-1.9470307688916,-3.36250654018904,-3.91855454476728,-3.77250677786828,-3.42320337655802,-2.50601851255842,-0.386663800721263,-1.88390181855534,-1.90258309389806,-3.03672571812993,-2.90771476897212,-5.31128017898334,
Turkey,-1.54356985623632,-1.78600967262796,-2.44186942025638,-2.86510654337774,-1.06320496393947,-0.892291049833738,-1.60555173103027,-0.873869791257883,-1.41079340698413,-1.167808,-1.91145051195929,-2.90762878680412,-2.52715336700104,-2.05851681758242,-5.54376746752723,-6.79987628917158,-5.80490822157434,-6.88885738672726,-3.14153878551109,-2.66286295813686,-6.76486420311245,-4.66745965320845,-3.15244637380149,-4.0849064138417,-4.06669931145469,-3.10552892663732,-2.78945464139094,-2.17660418163885,1.10110698822592,-1.57783673428091,-4.21278979657569,-2.79375144516835,-2.95289417652611,-5.66948207576583,0.978410073484351,-4.45941974473775,-6.28399861246635,-5.80688820379186,1.15731563999546,0.153895110015576,-2.99640123531768,4.1255335091675,1.63453689522729,-1.04345180607164,-2.63406012551763,-3.49612733982093,-4.91114300657016,-5.16063112103767,-4.43275936664039,-1.10538405035135,-5.5226074189072,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9197143245201,28.9576190663021,23.3232862335858,-0.347504405729353,-0.233661008277611,-0.827980959015442,-25.8582868632519,-38.1473136911417,-27.355598371794,14.5627929143301,4.52645888971905,15.6431076930038,5.69641797828466,2.12039420211325,17.2499832045684,38.1703968360973,36.6940888888889,23.6826116838488,-9.68873462016029,-2.86989930177888,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,5.51302827148492,2.77445378559844,2.65981208992252,4.4104167013603,6.80163954788225,1.218740107629,0.242057488653555,0.911854103343465,1.3225371120108,1.18605487001318,3.23441147049016,-4.13908920280549,2.61032863849765,3.39749917736097,-0.326042657247657,-2.26502166132982,1.78155518326319,1.35416666666667,-5.20964322926023,1.87001086943818,-6.58840922055905,-5.98220294623495,-9.13892078071183,-4.98437732480286,-1.63273417196231,-1.26980665501424,-2.42816790598513,-9.79619313257378,-10.2046956742111,-10.1388271209016,-12.1281020420179,-14.473341242263,-15.5299664415295,-14.1147885835455,-10.3582961954607,-9.03916119666374,-11.4632603348302,-7.43953960782244,-10.7658267560516,-11.5215623636834,-11.4462147510032,-12.2938115073601,-13.8512358249311,-13.8122767968415,-10.0663247478363,-10.6348855244562,-13.0824590227358,-13.3272795970668,-7.69776355763111,-11.4144883687153,-10.2666770405996,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065194998239735,-1.07701236769202,2.17073317347832,1.99095763472643,-0.312936276332832,-3.16630466765633,-3.08319746097444,-2.55278086232106,-3.05896370961197,-2.27403390090358,5.45587439537689,5.03145763509143,1.6264263675988,4.38023116779594,2.56934885391107,7.5134810917004,0.837463642706342,-2.84717717259668,-5.51856379148392,-7.98781928493676,-1.67472313309866,-2.78702767294563,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45387072628172,5.93503595338458,9.54622893956581,10.512907890253,15.6177447852909,17.7858092104295,7.96282076164277,9.23982090641694,5.48174112741173,9.17690195167201,
United Kingdom,-1.38473423010008,-0.344629356845643,-0.198173446266467,-0.398410305031128,-1.69716801043774,-0.881528138488655,-0.146512895105303,-1.03862991742908,-0.796766702450736,0.411113798229189,1.04515052495577,1.57736485527906,0.083097891624952,-2.16253714573397,-4.63328828886099,-1.4539489198415,-0.852241128649648,0.975889306489678,1.58290378363145,0.630004650617249,2.46286194593111,3.12706074239403,2.18486677294466,1.23304481994225,0.209752268022176,1.40508295600927,-0.36875335668343,-0.721775745628871,-3.16921276462352,-3.59012629599028,-2.11544093020483,-0.653287987919768,-1.0765496399177,-0.747788124659888,-0.427857954045314,-0.117010743713741,0.075474015192024,0.528545938437109,-0.781662329153548,-1.44207322652984,-1.84547087829131,-2.34645784901505,-2.60692153755738,-2.30946578190534,-2.71488809601038,-3.40462986290274,-3.06571518677221,-3.03379722235659,-2.72855977180637,-1.83928876338555,-2.50988226002812,
United States,0.804345620062157,0.907457899986073,0.700585340650777,0.806797872164894,1.04926409035481,0.782582125236839,0.488127504520097,0.428638815418546,0.142126126961851,0.146066241652432,0.38056206088993,0.062887431497619,-0.277551020408163,0.299423062878843,-0.053839423918164,0.985585807564371,-0.088441766624288,-1.14719904648391,-1.1115992970123,-0.888539414193041,-0.46973803071364,-0.40595399188092,-0.619636273507451,-1.4713849838889,-2.63306327556148,-2.75281972854139,-2.99661016949153,-3.08370044052863,-2.17507260119718,-1.61589793554792,-1.34937747791612,-0.453572090984201,-0.523811044747517,-0.978292242020994,-1.32555445926816,-1.23596424288673,-1.24240430390525,-1.22812329679646,-1.85104679098501,-2.81797656166004,-3.86006384612276,-3.62520642179423,-4.03391815074314,-4.54586444468492,-5.23776063933358,-5.7449700708284,-5.76850977039936,-5.09539121114684,-4.96401317768188,-2.7875741762222,-3.54363024665986,
Uruguay,-4.61051923930311,-0.37429852616527,-2.92554801444887,0.161016345049102,0.754186553884136,6.95300251576913,5.6371694125854,1.43968523651972,3.00184570751219,1.27927866306427,-1.31594835067807,-1.1486295299912,0.548249293393389,0.912301353737493,-2.50903349555376,-3.49739982960478,-0.519288568880668,-2.76205066139316,-2.30764107087854,-4.33397893635747,-5.5984555984556,-3.82723399973165,-2.9649242874367,2.08500802941894,5.20516717325228,5.65648293612328,5.94643809728068,2.44274604511507,4.32196307084365,5.79417640784946,5.43577463029919,2.83243185579945,0.822106003599786,-0.432935065051042,-0.615212941682935,-0.104049218131936,-0.188476860115875,-2.790701645151,-2.80019425682821,-3.19114280598879,-3.31754027437304,-2.70019411193219,1.21427766060798,3.10564068316575,2.7479031171073,1.93034330449203,-1.37656570564456,-1.02947333201747,-4.80204707041996,0.540051304164861,0.750176301688284,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.9633800384824,-3.8627571718931,-16.1500721468213,3.18601590429002,-3.77665018434714,-0.104865288482708,-6.48797041380746,-2.96379615695669,-0.300220738081485,-0.263489707139703,3.06314337871099,0.429773613620111,1.46573820605141,6.69991731003657,7.55609493516026,9.19307423037794,5.65149354747029,3.14189244412912,2.73859509112526,-0.059027282922398,0.547614921198961,
Vanuatu,,,,,,,,,,,,,,,,,,,,,-8.62392169374995,-2.36379238278759,-2.53116095050903,-12.7204699259801,-4.56471637796446,-20.3491918267765,-30.049571170037,-28.4720289451712,-24.6003094378546,-25.5039961827508,-25.8602092546651,-15.1329825060447,-9.66683152735938,-9.23601696768269,-8.35716804450888,-8.73279182397132,-7.15928589682742,1.73355817875211,-10.1590528581679,-16.4777983348751,-8.79784193798243,-11.8596584845251,-13.8045566840516,-4.81351859590472,-4.97983474326185,-7.11260066098776,-6.5707146839573,-5.36245241486469,-12.0147489731096,-7.92617374057911,-6.33284463936136,
Venezuela,10.9381285362344,13.3579546997992,14.0794958508546,15.191665689589,10.8321706518131,8.83152020478888,9.26125282086578,8.72092926214942,5.11848330054042,4.0109380376846,4.01673680431085,5.56390981727402,2.90055354696134,8.32369934806242,21.9720497135141,6.90151047951373,0.746270706170589,-6.8157616125373,-11.1488137191977,1.29397648736366,6.95097501834491,4.92684355346176,-2.61610512032869,8.30945473826982,8.0326996160235,6.052420010378,-0.427324376386822,-1.93453716963553,-6.66167143155749,13.0355590484659,19.2659375122024,5.12636741100882,-2.55574088045382,-0.222849581299857,8.56406074715291,5.29114872283348,15.1869022839502,7.27298480745998,-1.75841997136463,3.75318731611638,11.6312177665847,3.32999511296771,12.2914304490221,17.1297714386851,17.0292515320988,19.1899757311082,14.371651657427,5.92093554380906,9.60293004480132,-2.21866226806208,11.5157102512173,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.97361533323523,-8.79574995152163,-11.0598906046911,-10.2057467923122,-9.238471111886,-5.1168737034796,-4.08569354957078,-8.76670157284751,-9.44694034350187,-9.0955554874703,-10.9687720499458,-8.13907034936631,-7.30464177218543,-2.85491475937982,-2.46306129823289,-2.28176062733614,-5.16808781723785,-8.36067901128746,-7.5492061450538,-4.18107007653618,-4.56117733760595,-15.852026072929,-15.2068835948979,-10.3511839796429,-10.2754082206497,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.6368262447844,-52.0573895172683,-57.1386108033232,-55.4246779744587,-54.5572117598651,-64.0129550476969,-55.190509423352,-54.2133454932272,-55.5737665702769,-56.2032554424378,-54.1197599889885,-54.1449313365467,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.95645804890577,-19.2242181999864,-19.5009550655564,-25.6367334587201,-16.6789494642125,-19.5837160300394,-8.92691733621693,-8.81327471861315,-20.6188781884415,-2.32522036933356,7.37897124057015,0.901453297027248,-0.728109181829794,-1.5046028578826,0.918316493042326,5.02035340323051,0.441165438292695,-7.31668046765019,-5.57094061273096,-11.5736835146121,-4.07601972036062,
