Gross capital formation (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Israel,19.1018381569434,20.4781121678829,22.8170025589288,21.0669946290388,23.5089607982283,26.0509554140127,21.0804020100502,16.8651778329198,23.2517861008876,26.588691518639,28.4263149497421,31.9647968556415,31.2856428214107,25.7944696657037,35.7493967289302,31.2655912190254,27.2858746548812,24.4058373870744,27.0499052432091,27.0982243200719,22.3990251944235,21.1202799945691,23.4778794371448,23.3421705753702,21.6867477150088,19.358581773153,19.1260664513944,19.6033377347306,18.3653685991285,17.3286838264386,25.0966167738346,25.3902339429389,24.8587224657465,25.1854479769611,24.1213688209492,24.7061670353982,24.5547262941929,23.5904568310688,21.753915417405,21.9911041339613,20.9657124882038,20.5332818085209,18.8636957902208,17.8374884579871,17.9557087826072,19.1817427385892,18.793567746403,19.5463622979257,18.4585045646358,16.3850852293063,15.5725953628261,
Italy,,,,,,23.1467074419178,22.6234884561577,23.5298335216469,24.1456293932573,25.2390798614481,25.9706596948948,23.8017924703497,22.9041222852644,26.3230687934554,29.7304558553693,23.7449902576079,26.5615330187021,24.4086508615107,23.8552129375939,24.388045270478,26.7312143324099,24.6596860144456,23.7019498820121,22.2179344934691,23.2799666135202,23.1393023434102,21.7184487339205,22.0982798784717,22.5482808400345,22.2983814273682,22.3445997297256,22.0201374956272,21.5383864811431,19.0464911221903,18.9817434547353,20.0150330651201,19.3025999709651,19.4560308313549,19.6910946303865,20.1815320420572,20.824694604038,20.7180260265536,21.3180639414605,20.8819462791033,20.9951558827264,20.8929428597742,21.8056331876625,22.11556134784,21.6384828587742,19.1606685239499,20.3960571804956,
Jamaica,29.7240594504452,28.3120281265262,26.7176180875576,24.1679881118166,26.9231360252634,26.5120967741936,28.0188920091907,29.2759201347125,34.8759964570416,35.1566423642464,31.5393832381006,32.0882719900187,27.3365291676958,31.5018309157168,24.3238236383846,25.7691124820975,18.2131739843073,12.2262468854618,15.0452191997394,19.2186362163227,15.9058053447475,20.298102592764,20.8689125225365,22.2587661658294,23.1222946091326,24.3038115081516,16.9441728934875,20.6490653034466,23.6221414885556,26.6111653139342,25.884392253335,24.3642757998493,29.8285588427186,28.3305412126743,26.8275634122399,28.7282193834736,29.0735580861691,29.1611735644424,,,,,,,,26.8342928688937,28.316303356548,26.64064795347,24.023606557377,20.472274751965,20.6042747970223,
Japan,,,,,,,,,,,39.1234666261847,35.8497197558814,35.6219368106778,38.1708512206699,37.4158579734784,32.8635626184364,31.9277492446538,30.9337598281879,30.9913810934618,32.5808585487462,32.3290315752802,31.2463946202563,29.942580191808,27.9586316202686,27.833757845947,28.3601294276401,28.1251587461222,28.6582552682298,30.8421509632878,32.0172865550804,32.7202160887662,32.4444454859148,30.7539080017006,29.4266958134989,28.2491586144998,28.3400398452638,28.8742956105184,28.3415828863357,26.2560273667107,24.847627326886,25.4399740432164,24.7541939770517,23.0689976760194,22.8485153805676,23.0382013146351,23.5664526889127,23.7934125504962,23.6939605105831,23.5545155058432,20.1966209046778,20.224009549727,
Jordan,,,,,,,,,,,,,,,,,35.3306540007307,41.0851567120047,33.7610676247915,31.5902140672783,36.6855884097263,45.3821547675764,38.2575980248075,32.2524197517362,28.8281013424851,20.5375705375705,20.5352190793123,23.3451054966947,23.5161632220456,23.7426752666414,31.8592362178166,25.8659941858429,33.4782852218474,36.6300740025457,33.2947765775318,32.9635601386279,30.5233800479952,25.7196815289342,21.8138662563704,21.5643632098524,22.3533136696162,21.0450269344934,20.0856461724107,20.7097809249834,27.3759578904595,34.1487484375899,29.6232573427962,26.1465747496467,23.9846376384124,14.7821702657747,15.3319660967127,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5091210613599,20.0250823332688,28.7040745386673,19.8885317346848,20.5254926064968,19.6281596813669,20.4608589519135,13.7042295436802,18.5315513479433,29.7326706481552,33.841982420094,28.8866768215346,26.2609085451418,30.0779998296576,33.4243934283291,35.5266994941709,27.5064843034904,29.4145645191248,25.1059463775257,
Kenya,19.7172689146274,15.1906820856087,14.5529651140036,12.9394916156059,13.064203123531,14.3939434326441,18.6102406094926,20.1726487960018,20.048828933212,19.3721800902371,24.3966751650194,23.9159870264823,22.3226149348924,25.8112376181259,25.7565664184029,18.14156430183,20.2393987341772,23.6571912468412,29.7600171729935,18.1327783022916,24.5071406229961,22.9134416924665,21.8602148394683,20.9250655214958,19.8110319511086,25.3248237306024,21.7680371734426,24.2894328729648,25.4490410212095,24.8620775861614,24.1640928963226,20.9705148585975,16.9208390824512,17.6104350597216,19.2932429676681,21.8197611034428,15.0038226855311,15.1409881437805,16.6927164077638,15.5214148674685,17.4140906154511,18.790340524259,15.1382158893462,16.4821493891933,16.962495556485,17.6496847904784,18.4898738561938,19.0263172390924,19.2062422170045,19.4006813916827,19.2979588508918,
Kiribati,,,,,,,,,,,,,10.997976220592,9.39890218662827,6.00164428610578,4.80072248496804,6.59928499422474,6.39899264516498,20.6987341772152,14.6191775073437,33.1145803611462,49.6765086460416,63.3117882425362,59.3357820630548,48.8221058113531,57.520005247278,73.1975176267992,73.165735022974,61.3046231792274,61.0219368646335,93.1293096343507,45.549242906332,38.4021157557829,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",11.4253395815249,13.3673696171649,13.3570667528557,18.7177727505242,14.3959265137086,15.6359616801531,22.5280789691313,22.9532624831317,26.9946201359248,29.9787807471194,25.3554759578856,25.5387584432293,21.6505844140449,25.6032712336805,31.9901770446276,28.6767891701409,26.6538501870041,28.6942357664671,33.0835818724085,36.0949076481396,31.8100111154381,29.5740733511804,28.6775684833171,28.9946018172916,30.2758558265958,29.9654655958582,29.1179417451583,30.2999885381246,31.3765803743668,33.9294426297305,37.5136857306305,39.7318230589693,37.2915448340241,35.7317008141381,36.9548411825464,37.6669507421189,38.8728264426554,35.9711223883952,24.9969634548695,29.1234214341238,30.5623338129687,29.1619384994394,29.1967997841616,29.8883333722237,29.9326865505041,29.6872051038722,29.6219572557194,29.4270537931289,31.2112853228958,26.2768385092421,29.1526184183982,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5968296328458,26.1681326143013,28.6322591592138,27.4175966044693,30.4514144894336,
Kuwait,,,13.0168453292496,13.9911634756996,13.3783783783784,15.7543391188251,17.6814988290398,21.3302752293578,17.981072555205,19.1102123356926,12.1212117432731,9.37907121165187,9.30327868852459,9.513122813054,6.77681626900505,12.7244046990646,16.542959223214,23.3159720982565,20.2354421950768,13.6509838622458,13.9206817371437,16.6308784114735,25.193569023286,24.7859758339681,21.0241315181366,18.8542837612966,22.1099751833791,17.5442337421916,15.6958019138541,12.2989253727535,17.6251130539644,41.8557104858986,22.3633406424302,17.191541657933,16.1517620778931,14.7522800098595,15.1018635458664,13.6425351653723,18.45177104363,14.5597712028824,10.6655142610199,14.3070741052238,17.1268334771355,16.6327889535291,18.1880458982703,16.4286017038952,16.1588055649813,20.4567078972407,18.4166437448426,13.9174603174603,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2703583061889,31.0850439882698,35.4666666666667,24.1936237845924,15.3765532144787,19.9183874779285,11.6665732907539,9.01357827476038,18.3400969953732,25.1973349630117,21.6801311360015,15.4440719221565,18.0262108454286,20.0099687990391,17.9993313779975,17.606718639764,11.8299870379254,14.4883880125953,14.2720655862485,23.7961126571945,26.6429970323691,28.9489600349802,27.2703554118343,28.3837015629374,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,6.17886196865887,7.04225391385308,6.93127972147976,10.189075142151,13.5008518214465,,,,,,,,,,,,13.8976311423221,14.0943096631437,17.5383231324555,16.727250767295,22.6969079787858,23.4627930715875,25.6067704308939,32.5320718159921,30.0091847758885,30.686880013888,26.0599721014131,
Latvia,,,,,,,,,,,,,,,,,,,,,25.5566801619433,30.0094517958412,30.6963096715946,31.3760645450471,32.9315540249677,35.437430786268,36.4611260053619,36.9900655252589,36.3599839292889,35.688140556369,40.0864830237028,33.7345194488052,41.2352985211318,9.17655078391275,19.1236230110159,14.3056470679431,17.3563928350834,19.5318420387886,24.0795306054472,23.4325688791851,23.7099105910722,26.6077690317676,26.6744235519878,28.7527581905707,33.0340331650448,34.3897296640947,39.6899280282422,40.3920009742491,31.1741331604341,20.2777311728878,20.6685021555151,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7698942289455,19.2884804650379,25,29.0999995764653,36.6527933820138,36.4550836425684,34.7924986767979,29.2164948453608,28.4026157788061,22.8311024672997,20.4112221368178,22.8135453076258,18.748268218343,19.1610239471511,22.1785855633696,21.9056288878774,22.858156447703,27.6996796653694,30.4553975079943,34.3083439381558,32.6834077848664,
Lesotho,2.02429149797571,3.92156862745098,7.02341137123746,8.63095238095238,9.70350404312668,11.4795918367347,10.1234567901235,11.5757146231987,12.3034859876965,11.6723259762309,10.183299389002,9.14076782449726,11.2540192926045,14.268727705113,12.6829268292683,18.0831826401447,34.2679127725857,23.7953599048186,25.0215703192407,32.7466230045027,37.042741297233,37.5991094488189,43.4840466315307,28.9256607257891,36.1617782282009,43.4763740328072,40.3074530668091,40.2111630537601,45.5891037416319,52.0468084842355,56.0527411401138,71.9936091258461,72.5706297463573,65.4245514466791,66.4996155142236,76.3662231312411,76.6944948039198,62.5054610020936,48.940556933508,56.5842587062451,44.1585257636012,37.7672825145819,32.9430883375106,32.3886217677395,26.6129175003217,21.9773497357815,20.6541715128485,24.2107850101162,27.8544503222407,28.0150716733775,28.0191762511922,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9491004388868,4.74047888092108,9.37519102361584,13.1954789288186,16.4431277935946,20,20,20,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6157605375687,13.1121255984857,12.1507179540929,16.2805400771539,16.3308919434133,12.1610486891386,15.5016420361248,12.3612976182062,11.9604457698948,11.1889101067968,13.3686605420039,12.8983484531286,13.952380952381,21.1314755002976,11.5474977225243,9.92224187667578,21,25.4,27.9,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6119402985075,24.289156626506,15.7339988256019,19.1665234167386,18.4181262659726,21.2925821931037,19.8526095934303,23.877447253843,25.1927084027528,22.1840926957651,18.8893844781445,19.2851518086062,20.6921054501528,21.877688318346,22.7027104619301,23.9081381729771,26.3352610371916,30.8703535352,26.7092767656542,10.6086506490036,16.7706228001596,
Luxembourg,,,,,,30.2974839744272,29.321579456918,35.2493078130643,30.8392526570019,29.6676052208467,21.0799087356145,24.2379382167717,23.2854317992134,22.1094055731113,17.2982940906951,18.7048550460527,18.592732534467,16.6661920413327,20.3744544994412,18.0195855530249,20.6060201326058,20.0486787565374,20.2967930126672,19.8891895693152,20.2035389532648,16.570543726927,19.8348834954827,22.5736764545154,23.311105381437,23.0172320810958,23.6928925233603,25.3245279243673,22.0278648553792,22.1928537035203,20.9937989995889,19.6045081831598,20.1910537710647,22.2396121968004,23.3361662053679,23.9430174789308,23.1548230502804,24.4286138319976,22.0287342188952,22.1678156559303,21.768363084073,22.5361182200941,20.3241726169067,20.9223669996399,20.7622380282226,17.1090001765055,18.6721600123178,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,24.8077555571347,27.3764441454329,24.7301269151656,25.5197481536633,28.2489997695595,27.409154421709,27.7777546043899,27.0383073037457,24.9806904233214,30.2634207746459,34.6534884434725,34.6136958710307,34.6897265261486,28.5183982331816,21.4194142362516,20.5216793979115,17.7430122896377,17.675622189092,11.6229375422023,9.73853474080551,10.537959880987,14.3912170200093,16.8842654044121,26.5533905329053,34.5491572766243,37.5652932080591,31.0716777277832,18.8742079991442,12.394871779034,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6681048021477,17.6815153721595,15.4851171007397,15.9931986270489,15.4655793050935,20.7578756211658,20.0881655896877,20.9733916869022,22.2628581659495,19.6980909334871,22.2539024493422,19.0804863133497,20.607140719876,19.1381541185136,21.9854511821832,21.3226143188319,21.4988486497802,24.6384411585007,26.8150071746326,25.899377261499,25.4162376823564,
Madagascar,6.96136262576803,5.83551422782051,5.04449860159997,6.7582297789193,7.0701964587856,6.50063397892964,8.53281314685818,9.26474200953857,10.3193214615279,10.783454650828,9.91271735645325,11.2194733073818,8.81975930838872,9.09738356313104,8.66018403565447,8.13715832028679,8.13472615706862,8.07825705835458,9.58657437378617,16.0939306907579,14.9624296983954,11.4782460921384,8.48574046593848,8.36515560495395,8.61949946972903,8.54617372106522,9.03949014121487,10.1065308434752,13.294377694531,13.3894538852072,16.9719072087991,8.24323751095656,11.208682745475,11.4475836985933,10.9031252440343,10.9424011574567,11.6370042558053,12.8139716718949,14.7814018324989,14.9204278696673,15.0449648011922,18.4997024435816,14.262926550795,17.8929910583347,23.3786003902582,22.1981284183529,25.294339818347,32.3842850459681,40.3926038980265,32.955699192615,,
Malawi,10.3092783505155,12.7506014434643,8.33333333333333,9.83125458547322,7.69230769230769,13.9719341061623,17.4193548387097,13.510747185261,16.1037689672051,18.3747178329571,25.7331681123503,19.1699604743083,24.3932411674347,22.3901098901099,27.3239436619718,33.7171984141967,26.2581699346405,24.6840659340659,38.441362270359,30.237132409009,24.7438057986252,17.6247636169952,21.4033397559409,22.7974957961306,12.8792320629442,18.5870741913653,12.4699261877696,17.2706744660895,21.4180624717067,24.5567662302614,23.0404651021738,20.2357050783251,19.9346114672304,15.1712259334848,29.0981818885092,17.3921390915661,12.3270861275011,11.5988120929114,13.4650221963322,14.6500072558986,13.5646985692901,14.8965295133619,16.1372821481344,17.1034323948962,18.2146907438281,22.6848214797489,25.6714824495461,26.9572573365916,26.2764015451647,24.8880434902161,24.7720850694306,
Malaysia,13.7700025550156,16.1121307945804,18.8075700528719,18.2946152227789,17.9660001910303,17.7614815392329,17.7130048490592,18.2858314130387,18.2663383539376,15.5605284052505,20.1886367422794,20.1931740387076,20.9484915012304,23.0070707117452,27.7270565189408,22.7797663405671,21.2594771694397,23.2088563528194,24.0178159082971,26.0390966611459,27.3966229803874,31.5082520216139,33.5856641385701,34.0780999709349,30.2232889016352,24.8387024923506,23.4017653194489,20.872934483901,23.5431618707062,28.1468920836147,32.3603259574079,37.7907536127027,35.3625526386666,39.1839370904964,41.2022926869994,43.6400978509366,41.4790355011318,42.9730841804849,26.6753307827841,22.3819995644211,26.8674891484592,24.398219973396,24.7773431485884,22.7633850643195,23.0495646010531,19.9858358296089,20.4531013628902,21.5564544139154,19.3227669077568,14.4448099869701,21.4156820252176,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2919230851132,30.5376344086022,33.1667828472954,30.0539219167651,33.63959623367,26.3230087852372,22.2559244137245,20.079738712555,20.1644706316213,25.6740801629232,40.9460688137053,,,,,,
Mali,,,,,,,,17.3921637503102,17.0813259007794,17.3408455696052,15.277317253401,16.0058256948137,17.0861291879372,16.8868740607553,13.5329545451674,15.5218721134718,13.3633796218866,15.5885840891674,15.9178359414758,15.4745263291238,15.4678938194208,15.9724992996255,16.2844885289277,12.1485624499453,12.3089534072201,15.7745804409153,20.7152265900611,20.7407413888461,21.322181895162,21.7017970677934,22.9672332932416,22.7651791831961,21.8537720598287,21.8075961433754,27.3283600909706,22.900128007571,22.8999840831363,20.5999894756993,20.9,21.2,24.564932246455,31.0100173027481,18.6137584003183,24.2311548382276,20.9897696330556,22.6450532737662,22.8723239489067,22.3584233576642,,,,
Malta,,,,,,,,,,,30.0268216268247,26.6420112630059,22.8899149116394,20.2751390758359,24.884344328458,21.5620358819779,25.2280021743866,23.8201447172888,21.5148217746405,23.371645069822,22.5768686184357,24.8364244104283,28.9315241406451,27.487652975279,26.5117278839642,25.7805623432598,23.3909460738292,25.238527851841,26.4066138130801,27.1532334093956,30.6266760557068,28.9600176734073,25.2780440428089,27.3768842687817,28.0976324396422,29.312613805268,26.2716117686997,21.6696504750936,19.1751859915918,18.2334870113647,26.2428748148595,17.6455042941231,14.2614237519402,16.5095749315035,15.9114132124928,19.7321000770785,20.5284953658056,22.3217550274223,20.7636425071803,16.9705230874084,16.8137333547248,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,22.628254648526,35.3934428794051,43.206869654222,26.3437637826131,11.6883429659703,10.1079437157458,9.96980245748815,15.5659231828486,19.9668209040807,16.3011278671457,15.9851191687102,16.5818088347056,22.0633754712618,6.26881357808725,11.6774134793727,25.0289881253637,30.773009090082,28.38020389383,22.4934279802642,18.5232323461357,26.2956794364518,30.4064525179185,34.2127111667989,26.3947038167377,24.4463915038356,28.1729448579675,29.7797877813777,28.3206387556584,27.9918946917624,18.5850797811022,19.9661754442708,20.9430286585096,20.6718266356647,14.3265139442231,49.0990022324182,20.3773295569461,17.625,15.1397494009329,13.971586875328,17.7724732263519,20.62999055273,23.5351488780924,14.587744305331,26.2225303124278,47.2384190605171,61.4686775902019,29.9649849146963,36.5029296346663,35.4622930268135,30.6077842158509,27.3100805710583,
Mauritius,,,,,,,,,,,,,,,,,30.6747025318748,29.8269162244223,30.6001117757911,31.0866778219683,20.644555862097,25.1465839611352,18.0903112660401,17.3914818029869,21.9481824583161,23.3703458724221,21.8371927801402,25.4853688782749,30.8886057172906,30.987207178067,30.2104462474645,28.2217589344547,29.0668813180023,30.5395542637829,31.7792849287822,25.5804917364926,24.6786935246075,29.3887833674731,25.7786094566168,26.7739783080172,26.1377803796332,20.6968411165755,22.0923269891254,23.5994407178638,24.4209389673117,22.5295047731197,26.5513820342817,26.9234193244989,27.2972006589892,21.2443245139036,23.8454367701196,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,18.346092730788,17.5712362891746,16.4321882835463,18.3990679373502,18.8739369837344,20.2703877002335,19.4426697666925,20.1592292194806,19.3869185990056,19.6431802354994,22.7252980948132,20.2413007054944,20.3230767460001,21.3854625177651,23.1798403657725,23.6912183430241,22.289071162331,22.8424658108337,23.6014758120558,25.9507144437294,27.157221130923,27.3838695494311,22.9111961007887,20.7505142089158,19.8608662948038,21.1754682167285,18.5382382715238,19.2605549502944,22.5608651724957,22.9428885003318,23.1416152169065,23.328600356903,23.2916312981762,20.9980644015296,21.8920591870585,19.9687431875122,23.2376616187287,25.9757998560233,24.3355649999292,23.5708735502334,23.8680026339328,20.8584733686444,20.6613610910882,22.8913606463377,24.6584675219354,23.7239761720434,26.2060529973485,25.5428705019155,26.9401587553441,23.4120427245994,24.9674086656642,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,37.7464788732394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8901333955587,28.957528957529,59.7707139134966,55.7990105515825,28.8253658821046,24.8761516712421,24.2472040689672,23.8221013095743,26.8011494644541,22.8842479241292,23.9471482281158,20.0033425512442,21.6601824678981,23.176671873967,26.3593337328741,30.8256703007227,32.7478120738475,38.1058608911533,39.2282023589853,23.142478901208,23.65655750254,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,69.9558707996469,70.2293398473336,58.0062974477734,57.8003326682672,62.791991768681,63.8526578955153,50.8314409836636,46.8027903442571,47.801095755657,29.0673253751582,30.9643590015229,25.6548698017379,21.0659575604213,19.0665976759665,26.7849958128415,26.2010287578353,25.0346861389656,30.4655243183492,31.688122820942,29.010740483242,25.1739497843897,24.641707594535,32.2627884264744,31.1831570244462,37.5285591543269,35.8851879538966,38.7051385954718,43.5661414822583,34.3709459159945,40.7946912190172,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3884042304628,23.4358736777083,18.7645761341078,15.4142109794053,16.6309737693137,17.7264462809917,25.4460886965424,33.8057510127899,40.5514481525761,27.1213334464957,22.793332807106,
Morocco,10.2434747447798,9.69546444300244,11.434490734678,12.0105501622165,10.4545641075703,10.6166219839142,10.0989287166804,13.2524649714582,12.5883415040773,14.1944910438877,18.4855901303631,17.9446388800509,15.2795031055901,16.8630051490092,20.4591532498509,25.3879322182857,29.19775238455,32.5093949076586,25.4342386771585,24.4926905533259,24.2044810365771,26.1166354355008,28.2197514039637,23.9917815431696,25.2849038986193,25.0430672033691,22.7967242590578,21.0865478252324,21.0309614393686,23.6866842777505,25.2924963067936,22.6210222462085,23.2071762761335,22.4598361869345,21.3451323505036,20.7297072793235,19.5833090645137,20.7012702992973,25.9984130494166,24.8033082714487,25.5324990276602,26.1459843058897,25.9279880384172,27.3533031040562,29.1296298129759,28.7968632445104,29.4282091785833,32.4844950296469,38.1160874103388,35.6441199318997,35.1214572250236,
Mozambique,,,,,,,,,,,,,,,,,,,,,7.6322697613149,9.52830425740735,11.384198156196,11.599906012487,11.6828721979186,3.45697093674031,7.02613185037434,17.0141647453015,21.4262909283093,21.0055175439497,22.0678083653436,16.1793955144528,19.7698465313715,20.4332140958971,22.343647399225,26.9753977891877,20.2233370619933,20.5860000216228,18.3364297158226,19.9908646217935,30.9505761193405,19.9717684789254,29.9582953093869,22.2763768763491,18.6499452710267,18.6943848922248,17.6532879843983,16.135504655196,15.6569704812543,20.4779461193064,23.70089732285,
Myanmar,11.9915007267621,11.8929226038535,11.6332388227627,10.7692262643692,10.9700267966566,18.6647462634706,4.35303760849588,12.1629862156653,15.7691859919545,12.8088770121628,14.1715403146115,11.7945773819528,12.226141545664,10.788240247938,10.3364513936328,9.96294264544512,10.3401756185928,12.9819702634105,18.1698074055679,22.2907748363971,21.4794438801085,22.9500919402985,22.1635937698381,17.9876766488943,15.1314423427069,15.5262686030605,12.6702546565908,11.5592915037485,12.8051087954367,9.22625239370856,13.3756829935752,15.3120088392869,13.5471202876404,12.4404731673756,12.3676402747105,14.2414205371332,12.2542235915048,12.5022666186694,12.3810393495741,13.4348862266701,12.4450931609377,11.5704167878456,10.1478777406535,11.0222149190785,12.0495710452191,13.1913892713013,13.6856946500982,14.8082459148188,15.6349638124866,18.8571137343239,22.6610475545758,
Namibia,,,,,,,,,,,,,,,,,,,,,30.550621669627,28.446261682243,20.8375893769152,19.4043741275012,16.3886572143453,10.5298013245033,8.36676217765043,14.8007108403148,17.4416201694565,16.9420035149385,33.6622266074659,18.7445510026155,21.8583961448165,16.4588260589121,21.7112669957565,21.6984101999056,23.1163813203651,20.177899826876,25.7544307839693,23.288532198801,17.0986175115207,22.318650728672,18.5210273779283,19.3705768818357,19.0679256777338,19.6894557896788,22.2625305397201,23.7238446545642,28.1324324324324,27.2670025188917,23.4672948069002,
Nepal,,,,,,6.44412724470694,4.83427400084229,4.98830860183137,5.68799650186877,4.84658739012919,5.96487226277372,7.7534120634023,7.3295396582473,9.17845279246195,8.7601502564957,14.4952018576476,15.1316547048897,16.0243051851852,18.2799509609263,15.8181402740328,18.2861560684643,17.6072070670738,17.1485736533531,19.6327006635071,18.6620975659111,22.5561327437428,20.2641590697007,21.1887761493173,22.2921488570463,21.5069060928206,18.1258219231067,20.2534712966777,20.7046617738733,22.5708951400826,22.4035489180617,25.1994981179423,27.2050877214127,25.3407150470745,24.8393691103392,20.4835163550036,24.3148663462349,22.3941002244524,20.2462111730944,21.4093789298114,24.5311495689792,26.4511581033301,26.8518569480373,28.685113357982,30.563471454948,31.6592328549177,34.6882469142123,
Netherlands,,,,,,,,,,,28.7534654658792,27.4212882178894,24.8946519789168,24.7630150375054,24.2967043207256,22.1052828354582,21.9746632141335,22.7847049044057,22.7066615271402,22.0059405940594,22.8461411114041,20.025791011484,19.045075838496,19.8770113319064,20.4477189005384,20.7706135131232,21.9790100598953,21.8910408488979,23.2173385540175,23.9554970752615,23.4551737724295,22.5752306945119,22.5666141133586,20.5780162528577,20.8165545013239,21.0223382613567,21.6984879048021,22.2591362126246,22.7528802860422,22.8618851196164,22.0312948607522,21.4841054115082,19.6870687468563,19.3080963213788,18.9835173784162,19.0129857987912,20.0092185348083,20.4289114736093,20.4978796631011,18.6558579695174,18.6763061381952,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,17.0655567572194,18.1325334715277,16.7307575976439,14.5467192494154,14.0350862785033,20.8882824952166,,,,31.3999985999209,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,23.7679030768048,23.8957074416657,23.3942044623082,26.5712493875458,34.385618628491,26.861615036911,26.5380051598026,24.3727611217143,21.1481159880884,22.5848713261963,20.4980767001962,24.3715583964953,25.6496836521893,26.0737238381639,28.3372595969682,26.3884375662314,24.1483846303499,21.9345204924943,20.312013806606,22.7637207575666,19.8317429690826,16.7318255542021,17.8994136691836,20.5112558522612,21.9635349857616,23.0387030577637,22.5172991150193,21.5985949238875,20.0593051229315,21.9994406213553,21.3209375213892,22.102687628678,21.9326146417421,23.2001284687468,24.3387328004463,24.7000567918826,23.1498859963561,23.8593946229869,22.3710456203955,18.914122077619,19.9277320526877,
Nicaragua,14.8834355577853,14.8413290491443,17.2234110421264,17.3864796946232,19.6244635846956,20.9188561944424,22.9896152590245,20.9925652917812,17.7365394604099,18.9694027867032,18.5942136311435,17.7151747288663,12.8480828376833,23.9817105232525,31.4973276642402,21.4192052135568,17.3210881406517,25.6253602927748,12.3395284813915,-5.73973794505446,16.7788530923241,23.5940180582621,18.7774691773334,22.4817060289081,22.2285149269734,23.1386058520633,16.8927824827758,15.7986930253935,26.7510612057808,27.4610626298634,19.27580198393,20.7763790214245,20.9248103525212,19.4660216754268,20.3734940662273,21.9981439326156,25.7723493057514,31.1632897572817,31.0346651853615,38.3534927077818,30.175568545804,28.2478202457425,26.069204159486,25.8580017269624,28.0201417738028,29.5095810773669,30.0214272413913,33.1790105728323,33.2211341920152,23.3948816302729,27.5070919328855,
Niger,6.69554704905488,6.90879923442886,9.8766064377861,12.3164621914795,10.7993929506717,7.97006442401182,7.84211079822371,8.66827549776652,9.71582791154734,6.22264168271406,9.84969369664841,7.77845862143454,11.0692783078919,14.9372567660826,15.0551834676257,14.3141696656883,14.2097092300131,19.6823700759184,22.9935618910566,25.8328146947959,28.1132073838548,20.2915735305227,20.5882360209387,12.5454810395797,3.14800303292596,12.7472194285487,11.6014554179306,11.6525106558258,19.0518242878798,13.6775496360033,8.09890434363764,7.47631154132013,6.92574013196968,6.40139891421611,10.3929022525914,7.31700059567394,9.65413733436006,10.8595269668754,11.2609219539713,10.2205052147161,11.4339268978444,12.1178120617111,14.179005817028,14.1858267717076,13.8540674603175,22.5906965091031,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
